img_id	img_url	title	eng_title
123410.jpg	foto-koester.jpg	Gaby Köster lästert über Heidi Klum	Gaby Kösterspeak againstHeidi Klum
123416.jpg	71-143203976--null--27-01-2019-17-24-04-656-.jpg	Sportanlage in Kürten ist nur noch für Schulen und Vereine offen	Sports facility inKürtenisonlyforschools and clubsopen
123419.jpg	71-143202409--null--27-01-2019-15-49-38-319-.jpg	Pfarrkirche St. Margareta in Mechernich bekommt ein neues Dach	Parish Church of St.Margaretin Mechernichgets a newroof
123420.jpg	71-143200197--null--27-01-2019-18-10-16-941-.jpg	Wolfgang Göddertz wird posthum mit Preis geehrt	WolfgangGöddertzisposthumouslyhonored withaward
123422.jpg	71-143200137--null--27-01-2019-16-01-21-107-.jpg	Schleidener THW hatte zahlreiche Einsätze	SchleidenerTHWhad numerousmissions
123428.jpg	brettspiel.jpg	Von frechen Märchenwesen bis zum Safari-Erlebnis	Fromsaucytale charactersto thesafari experience
123432.jpg	bonn-steinzeitskelett.jpg	Sensationsfund auf einem Acker bei Rheinbach	Sensational findon afield nearRheinbach
123436.jpg	71-143212673--null--28-01-2019-10-41-03-869-.jpg	Startschuss für die Helios-Schulen	Launched theHeliosschools
123439.jpg	gloriavanbuuren-w-4.jpg	Neue Rollen im Karneval – drei Kölner ziehen erste Bilanz	Newroles in thecarnival-Colognethreedraw initialbalance
123443.jpg	urn-newsml-dpa-com-20090101-190128-99-754098-large-4-3.jpg	„Bild” und „Sport Bild”: Lehmann wird Co-Trainer in Augsburg	"Bild" and "Sport Bild": Lehmannisan assistant coachin Augsburg
123445.jpg	verkehrsunfall-blecher-hauptstrasse.jpg	Seniorin wird von Pkw erfasst und schwer verletzt	Senioris captured bycars andseriously injured
123449.jpg	foto-zaun.jpg	70 Kilometer Zaun an deutscher Grenze zu Dänemark	70 kmfence atGermanborder with Denmark
123453.jpg	re18.jpg	Regionalexpress fährt jetzt von NRW direkt nach Maastricht	Regional Expressnowruns fromNRWdirectlyto Maastricht
123456.jpg	kroylan.jpg	Theaterschminke-Spezialist „Kryolan“ eröffnet in Köln	Stage make-upspecialist"Kryolan" opensin Cologne
123461.jpg	lena-landrut-echo.jpg	Lena Meyer-Landrut schimpft heftig gegen Gesetz für Blutspende	LenaMeyer-Landrutscoldedviolently againstthe lawforblood donation
123463.jpg	bus-fb.jpg	Kölner Polizei stoppt Reisebusse für Schulausflug	Cologne policestopscoachesfor schooltrips
123465.jpg	karatschai-see.jpg	Das ist der tödlichste See der Welt	This isthe deadliestlake in the world
123466.jpg	unfall-k7-locksiefen.jpg	Kollision bei Locksiefen – lebensgefährliche Verletzungen	Collision atLocksiefen-life-threatening injuries
123468.jpg	neymar-faellt-fuer-drei-monate-aus.jpg	Neymar fällt voraussichtlich drei Monate aus	Neymarfallsestimated to be threemonths
123469.jpg	mutter-muede-stress.jpg	Warum Eltern manchmal nur das Nötigste schaffen	Why parents sometimes only create the most necessary
123471.jpg	gernhard-richter.jpg	Prozess um Gerhard Richter vertagt	adjourned forGerhard Richterprocess
123476.jpg	lacroix.jpg	Kölner Haie suchen noch nach Balance	Cologne Sharksare still looking forbalance
123477.jpg	dionysos-mosaik.jpg	Zugang zum Dionysos-Mosaik bleibt trotz Umbaus erhalten	Access to the Dionysos mosaic stays despite rebuilding
123478.jpg	urn-newsml-dpa-com-20090101-190128-99-755939-large-4-3.jpg	Aus Rache die eigene Tochter ermordet: Mutter sagt aus	From revival the own daughter murdered: Mother says
123480.jpg	stefan-kraemer-entlassen.jpg	KFC Uerdingen entlässt Trainer Stefan Krämer	KFC Uerdingen dismisses coach Stefan Krämer
123481.jpg	die-polizei-nahm-einen-ungewoehnlichen-unfall-auf.jpg	Paar hat Sex im Auto und baut einen Unfall	Couple has sex in the car and builds an accident
123482.jpg	wintereinbruch-in-der-eifel.jpg	Wintereinbruch binnen weniger Stunden	Winter slump within a few hours
123487.jpg	unfall-mbstrasse-pixel.jpg	Autofahrerin trägt Mitschuld an tödlichem Unfall in Köln	Car driver contributes compliance with fatal accident in Cologne
123488.jpg	eugebau-spatenstich.jpg	Eugebau errichtet 32 Wohnungen	Eugenbau built 32 apartments
123503.jpg	71-143228112--null--28-01-2019-18-41-51-333-.jpg	Derbe Späße und schöne Tänze bei der Morsbacher Herrensitzung	The taste and beautiful dances at the Morsbach men's session
123505.jpg	fc--duell-gegen-union.jpg	Vierkampf um den Bundesliga-Aufstieg erwartet	Four fight awaited by the Bundesliga rise
123506.jpg	totschlags-prozess.jpg	Kinder ahnten die Tragödie im Bensberger Elternhaus nicht	Children did not suspect the tragedy at Bensberger's parents' home
123513.jpg	71-143204217--null--27-01-2019-16-33-08-797-.jpg	„We Work“ bietet Bürofläche für Freiberufler an	"We work" offers office space for freelancers
124169.jpg	ungewohntes-schneetreiben-am-vormittag-liess-viele-vorsichtig-fahren--auf-dem-europaring-floss-der-verkehr-aber-gut-.jpg	Der Schnee war eher schön als schlimm	The snow was rather beautiful as bad
124170.jpg	paula-grether--links--erzaehlt-ihrer-freundin-mia-mettke--wie-sie-das-bild-bearbeitet-hat-.jpg	Die Stadt völlig neu entdeckt	The city completely rediscovered
124171.jpg	arabella-steinbacher.jpg	Ein Himmel voller Geigen	A sky full of violins
124173.jpg	urn-newsml-dpa-com-20090101-190131-99-804836-large-4-3.jpg	Vorstandschef Rummenigge: Beckenbauer „thront über allen”	Board Chief Rummenigge: Beckenbauer "Thront over all"
124175.jpg	urn-newsml-dpa-com-20090101-190131-99-805562-large-4-3.jpg	EU-Staaten starten Freihandelsabkommen mit Japan	EU states start free trade agreements with Japan
124176.jpg	bahnuebergang-in-suelz-unglueck.jpg	KVB warnte Stadt vor Gefahr durch Ampelschaltung	KVB warned city from danger by traffic lights
124177.jpg	jens-spahn-1.jpg	Spahn: Krebs ist in absehbarer Zeit besiegbar	Spahn: Cancer is defeated in the foreseeable future
124178.jpg	71-143382174--null--31-01-2019-14-56-14-127-.jpg	Kiesabbau rückt näher an die Dörfer – Stadt ist wohl machtlos	Gravel dismantling is approaching the villages - city is probably powerless
124179.jpg	kreishaus-im-winter-310119.jpg	Politiker in Euskirchen machen ihrem Unmut Luft	Politicians in Euskirchen make their displeasure air
124180.jpg	frau-mit-geldscheinen.jpg	Acht Trendberufe	Eight trend professions that have a secure future
124181.jpg	ordnungsamt-bgl-1.jpg	Bergisch Gladbacher Ordnungsamt künftig bis 22 Uhr unterwegs	Bergisch Gladbacher Ordnungsamt in the future on the road until 22 o'clock
124182.jpg	das-gericht-verurteilte-den-mann-zu-vier-jahren-haft--1-.jpg	Unternehmer aus Niederkassel muss lange ins Gefängnis	Entrepreneurs from Niederkassel has to go to prison for a long time
124183.jpg	arbeitsmarkt-60166409.jpg	542 Leverkusener meldeten sich im Januar arbeitslos	542 Leverkusener reported unemployed in January
124184.jpg	kubicki-groenert.jpg	„Wir sollten cooler mit der AfD umgehen und sie entzaubern“	"We should deal with the AFD and smells them"
124185.jpg	gletscher-antarktis.jpg	Forscher entdecken riesigen Hohlraum unter Antarktis-Gletscher	Researchers discover huge cavity under Antarctic Glacier
124186.jpg	urn-newsml-dpa-com-20090101-190131-99-804433-large-4-3.jpg	Schulministerin stellt Auswahl der „Talentschulen” vor	Minister of Storage presents selection of "Talent Schools"
124190.jpg	71-143345748--null--31-01-2019-17-59-16-087-.jpg	In Marienheide gibt es einen Neuanfang nach dem Protest	In Marienheide there is a new beginning after the protest
124191.jpg	urn-newsml-dpa-com-20090101-190201-99-808025-large-4-3.jpg	Grundsteuer-Durchbruch? Spitzentreffen bei Scholz	Property tax breakthrough?Top meeting at Scholz
124192.jpg	wolfgang-schaeuble.jpg	Neue Abteilungsleiter in Bundestagsverwaltung sind wieder nur Westdeutsche	New department head in Bundestag administration are again only West Germans
124194.jpg	urn-newsml-dpa-com-20090101-190201-99-808068-large-4-3.jpg	Venezuelas Gegenpräsident Guaidó will nicht mehr verhandeln	Venezuela's president Guaidó does not want to negotiate
124195.jpg	urn-newsml-dpa-com-20090101-190201-99-808039-large-4-3.jpg	Drogenfund im Millionenwert unter Gurken gefunden	Drugfound found in the million value under cucumbers
124196.jpg	urn-newsml-dpa-com-20090101-190131-99-802946-large-4-3.jpg	Islamistische Syrien-Rückkehrer verurteilt	Islamist Syria returnees condemned
124197.jpg	das-friedenskreuz-in-birk-ist-marode.jpg	Das Friedenskreuz ist marode – kommt ein Neubau?	The Peace Cross is ailing - comes a new building?
124198.jpg	lebowski-1.jpg	Dude und „Sex and the City“-Star machen Bierwerbung	Dude and "Sex and the City" star make beer advertising
124199.jpg	07-dreigestirn-fotoshooting-5481.jpg	So bereitet sich das Bergisch Gladbacher Dreigestirn vor	So the Bergisch Gladbacher prepares three-star
124202.jpg	schule-am-keltenring-310119.jpg	Euskirchen will früheren Schulkomplex am Keltenring verkaufen	Euskirchen wants to sell former school complex at the Celtenring
124203.jpg	pulheimer-rathauskreuzung-210119.jpg	Umbau der Pulheimer Rathauskreuzung geht Anfang Februar los	Reconstruction of the Pulheim Town Hall Cross starts at the beginning of February
124204.jpg	109743685.jpg	Landesregierung sieht Fahrverbote in weiter Ferne	Provincial government sees driving bans in far away
124207.jpg	regierungsflieger.jpg	Bundeswehr will offenbar neue Regierungsflugzeuge bestellen	Bundeswehr wants to order new government aircraft
124208.jpg	71-143401936--null--31-01-2019-18-11-58-617-.jpg	Kölner Schüler demonstrieren auf dem Alter Markt für das Klima	Cologne students demonstrate on the old market for the climate
124209.jpg	urn-newsml-dpa-com-20090101-190201-99-808593-large-4-3.jpg	Deutscher Bank gelingt erster Jahresgewinn seit 2014	German bank succeeds first year win since 2014
124210.jpg	urn-newsml-dpa-com-20090101-190201-99-807600-large-4-3.jpg	Aachener Domkapitel zeigt Alltagskleid für Marienskulptur	Aachen cathedral chapter shows everyday dress for march sculpture
124212.jpg	tokio-hotel.jpg	Tokio Hotel feiern Jubiläum mit einem Konzert in Köln	Tokyo Hotel celebrate anniversary with a concert in Cologne
124213.jpg	archivar-sievert.jpg	Mit QR-Codes auf Spaziergang durch die Stadtgeschichte	With QR codes for walk through the city's history
124214.jpg	adam-levine.jpg	Levine verteidigt umstrittenen Super-Bowl-Auftritt	Levine defends controversial Super Bowl appearance
124215.jpg	burscheid-leverkusen-unfall-nef-alf-1163.jpg	Schüler zwischen Auto und Straßenlaterne eingeklemmt	Student clamped between car and street lamp
124216.jpg	71-143394671--null--31-01-2019-19-31-33-445-.jpg	Frauen spielen in Elferräten weiterhin nur Nebenrollen	Women continue to play only minor roles in elferräten
124219.jpg	urn-newsml-dpa-com-20090101-190201-99-809189-large-4-3.jpg	Kontroverse um Maroon 5 beim Super Bowl	Controversy around Maroon 5 at Super Bowl
124221.jpg	urn-newsml-dpa-com-20090101-190201-99-809358-large-4-3.jpg	Johnny Flynn wird in „Stardust” zu David Bowie	Johnny Flynn is in "Stardust" to David Bowie
124224.jpg	71-143399093--null--31-01-2019-18-40-00-947-.jpg	Express-Bus von Weiden zum Aachener Weiher fährt Umwege	Express bus from pastures to Aachen Weiher drives detours
124225.jpg	71-143392092--null--31-01-2019-17-32-10-653-.jpg	Robin Ohl stellt sich dem RTL-Hüpfparcours „Big Bounce“	Robin Ohl introduces itself to the RTL bouncy portion "Big Bounce"
124228.jpg	lingen.jpg	Weltkriegsbombe in Lingen gesprengt – Explosion richtet Schaden an	World War II bomb in Lingen - explosion aligns damage
124230.jpg	volkswagen-231218.jpg	Hunderttausende Dieselfahrer schließen sich Sammelklage gegen VW an	Hundreds of thousands of diesel drivers join a collection claim against VW
124231.jpg	urn-newsml-dpa-com-20090101-190131-99-794361-large-4-3.jpg	Viele Städte überschreiten Stickoxid-Grenzwert auch 2018	Many cities exceed nitric oxide limit also in 2018
124232.jpg	urn-newsml-dpa-com-20090101-190201-99-810088-large-4-3.jpg	Klirrender Frost in den USA hält an	Clinking frost in the US is holding
124233.jpg	urn-newsml-dpa-com-20090101-190131-99-792636-large-4-3.jpg	Räumung im Hambacher Forst? - Appell des Polizeipräsidenten	Clearance in Hambacher Forst?- Appeal of the police president
124234.jpg	der-bahnhof-au.jpg	Aufzüge am Bahnhof Au sind wieder in Betrieb	Lifts at the train station AU are back in operation
124235.jpg	leopard-greif-mann-an.jpg	Verirrter Leopard verletzt mehrere Menschen in Großstadt	Bagged Leopard violates several people in big city
124236.jpg	71-143383787--null--31-01-2019-17-28-25-190-.jpg	Der Overather Etat ist auf Kante genäht und „fragil“	The Overate Pratat is sewn on edge and "Fragil"
124237.jpg	steampunk-ausstellung-industriemuseum-renate-gurrey.jpg	Reise in die Zeit der Dampfmaschinen und Luftschiffe	Travel in the time of steam machines and airships
124238.jpg	astrofotograf-euskirchen-310119.jpg	Amateur-Astrofotograf Jochen Schnichels schaut in die Sterne	Amateur Astrofotograf Jochen Schnichel looks in the stars
124240.jpg	sanitaer-fussel.jpg	Zum Start ins Wochenende gab es einen Kranz Kölsch	At the start of the weekend there was a wreath Kölsch
124241.jpg	urn-newsml-dpa-com-20090101-190131-99-795133-large-4-3.jpg	Neubau Mietwohnungen rückläufig: Fördertöpfe voll	New apartment rental deposits: Promotions full
124243.jpg	urn-newsml-dpa-com-20090101-190130-99-783386-large-4-3.jpg	Neue Plattform soll Start-ups in Deutschland stärken	New platform should strengthen start-ups in Germany
124245.jpg	dpa-stroy-david-bowi-51882235.jpg	Johnny Dust soll David Bowie in Filmbiografie spielen	Johnny Dust should play David Bowie in Filmbiography
124248.jpg	polizeiwagen1.jpg	22-Jährige schwebt in Lebensgefahr	22-year-old hovers in mortal danger
124249.jpg	schulministerin-yvonne-gebauer--fdp-.jpg	Vier Talentschulen aus der Region sind mit dabei	Four talent schools from the region are included
124251.jpg	drogenschmuggel.jpg	Polizei lässt Drogenschmugglerring auffliegen	Police leaves drug smuggling ring
124252.jpg	dom-symbol-241218.jpg	Kölner Dom bekommt Schweizerinnen	Cologne Cathedral gets Swiss
124721.jpg	urn-newsml-dpa-com-20090101-190201-99-811843-large-4-3.jpg	Thyssenkrupp rechnet mit baldigem Abschluss der Stahlfusion	ThyssenKrupp expects early completion of the steel fusion
124253.jpg	20170118winter-mh6263.jpg	KVB soll 2019 erneut fahrscheinlosen Tag in Köln anbieten	KVB is expected to offer a clockless day in Cologne in 2019
124254.jpg	polizei-symbol.jpg	Lkw fährt auf Stauende – A3 in Richtung Köln vollgesperrt	Truck drives on Stauende - A3 in the direction of Cologne fully locked
124255.jpg	71-143366874--null--31-01-2019-17-58-47-305-.jpg	Leuchten und Möbel für die Innenstadt	Lights and furniture for the city center
124256.jpg	foto-ernst-jr-.jpg	„Die 44 Millionen Euro für das Schloss sind weg“	"The 44 million euros for the castle are gone"
124257.jpg	handy-auf-dem-fahrrad.jpg	Niederländer verbieten Handynutzung auf dem Fahrrad	Dutchman prohibit mobile usage on the bike
124259.jpg	police-in-paris-51843172.jpg	Pariser Polizisten müssen in Haft – Berufung angekündigt	Parisian police officers must be announced in custody - vocation
124260.jpg	aula-freiherr-vom-stein-gymnasium.jpg	Dachsanierung der Schulaula in Leverkusen läuft	Roofening of the Schulaula in Leverkusen is running
124264.jpg	miete.jpg	Diese Kosten kommen künftig auf Mieter und Eigentümer zu	In the future, these costs will come to tenants and owners
124267.jpg	urn-newsml-dpa-com-20090101-190201-99-813657-large-4-3.jpg	Heidel verteidigt Schalkes Transferpolitik	Heidel defends Schalke's transfer policy
124268.jpg	madaemchen-sitzung.jpg	Warum nicht öfter eine Frau ans Mikrofon lassen?	Why do not make a woman on the microphone more often?
124270.jpg	urn-newsml-dpa-com-20090101-190201-99-813847-large-4-3.jpg	Kölner Dom will künftig auch Domschweizerinnen einstellen	Cologne Cathedral wants to adjust in the future
124271.jpg	susanne-laugwitz-aulbach.jpg	Dezernentin antwortet auf Kritik an von Maldeghem	Deputy student answers criticism of Maldeshem
124273.jpg	20181206max-mitmach03.jpg	"Kölns „coolste Mitmachgruppe 2019"" gesucht"	Cologne's "coolest participation group 2019" wanted
124275.jpg	gerhard-schroeder.jpg	Schröder kritisiert Nahles und wünscht sich Gabriel zurück	Schröder criticizes Nahles and wish Gabriel back
124277.jpg	der-aus-dem-verkehr-gezogene-lkw.jpg	Polizei legt überladenen und manipulierten Lastwagen still	Police stalls overweight and manipulated trucks
124278.jpg	wohnungen-koeln.jpg	Neuer Kölner Mietspiegel weckt Hoffnungen	New Cologne Mietspiegel awakens hopes
124279.jpg	symbolbild-duenen-strand-mallorca.jpg	Zu viel Sex zerstört Dünen an berühmtem Strand auf Ibiza	Too much sex destroys dunes on famous beach on Ibiza
124280.jpg	polizisten-vor-dem-stadthaus-in-deutz.jpg	Kölner Polizei ermittelt gegen Stadthaus-Aktivisten	Cologne police investigated against townhouse activists
124281.jpg	paenzarena.jpg	Wir verlosen Tickets für die Lachende Pänzarena	We are giving away tickets for the laughing dancer arena
124284.jpg	urn-newsml-dpa-com-20090101-190201-99-815189-large-4-3.jpg	Schule schwänzen für den Klimaschutz: Ministerin mahnt	School cocks for climate protection: Minister warns
124286.jpg	merkel.jpg	Merkel wirft Russland Bruch des INF-Vertrags vor	Merkel throws Russia break of the INF contract
124287.jpg	kvb-linie-16.jpg	22-Jährige zwischen Bahn und Bahnsteig eingeklemmt	22-year-olds between train and platform clamped
124289.jpg	zwei-mercedes.jpg	Staatsanwaltschaft gibt Luxusautos an Besitzer zurück	Prosecutor's Office returns luxury cars to owners
124290.jpg	dpa-blaulicht-polizei-nahaufnahme.jpg	Mann verursacht Unfall bei Erftstadt und flüchtet zu Fuß	Man causes accident at Erftstadt and escapes on foot
124292.jpg	urn-newsml-dpa-com-20090101-190201-99-815613-large-4-3.jpg	Kultstürmer Will Grigg sorgt für Transferrekord	Kultstürmer Will Grigg ensures transfer record
124293.jpg	71-143394972--null--31-01-2019-16-32-31-227-.jpg	Defekt als Brandursache in Tiefgarage in Gummersbach	Defective as a cause of fire in underground car park in Gummersbach
124299.jpg	71-143111982--null--24-01-2019-18-13-20-778-.jpg	Von Maldeghem wird doch nicht Intendant des Kölner Schauspiels	From Maldeeghem is not director of the Cologne drama
124301.jpg	getoetete-kaengurus-im-wildpark-reuschenberg.jpg	Peta fordert nach Känguru-Tod Hundeführerschein in Leverkusen	PETA calls for kangaroo death dog logo in Leverkusen
124302.jpg	beer-bitches-auftritt-gloria.jpg	Carolin Kebekus singt über Funkemarieche mit Burnout	Carolin Kebekus sings about radio markets with burnout
124303.jpg	b-fbi-schlagloch-tunnel-1-010219.jpg	FBI findet 45 Meter langen Bankraub-Tunnel	FBI finds 45 meter long bank robbery tunnel
124304.jpg	urn-newsml-dpa-com-20090101-190201-99-816758-large-4-3.jpg	Schröder plädiert für Gabriel-Comeback	Schröder pleads for Gabriel-comeback
124305.jpg	20180316-tb-polizei-streifenwagen-004.jpg	Mann von Nachbarssohn mit Messer schwer verletzt	Man of neighboring son with knife seriously injured
124306.jpg	ursula-karusseit.jpg	Schauspielerin Ursula Karusseit ist tot	Actress Ursula Karussit is dead
124307.jpg	1902-blumenstrauss.jpg	Der kölsche Rosenstrauß zum Valentinstag	The Kölsche rose bouquet for Valentine's Day
124308.jpg	urn-newsml-dpa-com-20090101-190201-99-817249-large-4-3.jpg	Schauspielerin Ursula Karusseit gestorben	Actress Ursula Karussit died
124316.jpg	dieringhauser-strasse-komplett-gesperrt.jpg	85-jährige Fußgängerin in Gummersbach schwer verletzt	85-year-old pedestrian in Gummersbach seriously injured
124317.jpg	71-143350589--null--01-02-2019-16-56-16-027-.jpg	Als seine Freunde berühmt wurden	When his friends became famous
124459.jpg	gammelfleisch-dpa-neu.jpg	EU-Kommission ermittel in polnischen Fleischskandal	EU Commission calculates in Polish meat scandal
124318.jpg	peter-zysik.jpg	„Die haben den Laden wirklich vor die Wand gefahren“	"They really drove the shop in front of the wall"
124319.jpg	urn-newsml-dpa-com-20090101-190201-99-818149-large-4-3.jpg	WM-Gastgeber Katar gewinnt erstmals Asien-Cup	WM host Qatar wins Asia Cup for the first time
124321.jpg	hund-an-leine.jpg	Präparierte Hunde-Köder in Köln gefunden – Stadt ist alarmiert	Prepared dog bait found in Cologne - city is alerted
124322.jpg	71-143421594--null--01-02-2019-17-26-52-254-.jpg	Auto kollidiert mit Radlader in Waldbröl	Car collides with wheel loader in Waldbröl
124323.jpg	bs-bergischerloewe3.jpg	Dampflok „Bergischer Löwe“ nimmt ab März Fahrt auf	Steam locomotive "Bergischer Lion" takes place from March
124324.jpg	urn-newsml-dpa-com-20090101-190201-99-817987-large-4-3.jpg	Ist Krebs in 10 bis 20 Jahren besiegbar?	Is cancer flexible in 10 to 20 years?
124327.jpg	suesser-frosch-im-schnee.jpg	So schön ist das Oberbergische im Winter	So nice is the Oberbergische in winter
124329.jpg	71-143436756--null--01-02-2019-18-32-01-667-.jpg	Über 7000 Waldbesitzer aus Oberberg unter einem Dach	Over 7000 forest owners from Oberberg under one roof
124330.jpg	maldeghem-dpa-neu.jpg	Verheerendes Bild für die Kulturstadt Köln	Devastating picture for the cultural city of Cologne
124331.jpg	manuel-neuer-verletzt.jpg	Top-Spiel ohne die Kapitäne Manuel Neuer und Lars Bender	Top game without the captains Manuel Neuer and Lars Bender
124333.jpg	nowitzki-afp-neu.jpg	NBA-Boss nominiert Nowitzki nach	NBA Boss nominates Novitzki
124335.jpg	buju-banton.jpg	Kölner Schwule kritisieren Summerjam-Festival scharf	Cologne gay criticize Summerjam festival sharp
124336.jpg	prozess-bonn.jpg	Zwei Männer legen Geständnisse ab – „Denkzettel“ verpasst	Two men defeat confessions - "Lobby" missed
124357.jpg	deisel-fahrverbot.jpg	Kein Anlass zur Beruhigung für die Autofahrer	No reason for reassurance for the motorists
124359.jpg	feuerwehr-brand-kerpen-01022019--1-.jpg	Mann stirbt bei Wohnungsbrand	Man dies at apartment fire
124360.jpg	urn-newsml-dpa-com-20090101-190202-99-821417-large-4-3.jpg	Semperopernball: Viele Stars - Delon verletzt	Semperoper Ball: Many Stars - Delon injured
124361.jpg	die-burscheider-musikschule-laedt-wieder-zum-musikgarten-ein-.jpg	Erste Lieder lernen	First learn to learn
124362.jpg	carl-philip-von-maldeghem-und-henriette-reker-am-vergangenen-freitag.jpg	„Schädlich für die gesamte Kultur“	"Harmful for the entire culture"
124363.jpg	mann-hat-migraene.jpg	Neue Therapie – können Spritzen gegen Migräne helfen?	New therapy - can help inject migraine?
124365.jpg	71-143312007--null--01-02-2019-17-35-22-614-.jpg	Viele Oberberger ärgern sich über verspätete Briefe	Many Oberbergers annoy themselves about delayed letters
124366.jpg	71-142783705--null--17-01-2019-10-27-36-265---1-.jpg	Geldstrafen für illegale Vermietungen könnten angehoben werden	Fine penalty for illegal rentals could be raised
124367.jpg	kaufhof-in-bruehl.jpg	Führung schweigt – Filliale bleibt vorerst offenbar geöffnet	Guided tour silent - Filliale is still open for the time being
124368.jpg	frau-spricht-mit-siri.jpg	Warum haben alle Sprachassistenten eine weibliche Stimme?	Why do all language assistants have a female voice?
124369.jpg	sek-einsatz-bad-muenstereifel-is-terror.jpg	IS-Terrorist aus Bad Münstereifel kämpft gegen Abschiebung	Is-terrorist from Bad Münstereifel fights against deportation
124370.jpg	neuenhof010--1-.jpg	Gesamtschule Siegburg wird zur Talentschule	Comprehensive school Siegburg becomes Talent School
124371.jpg	kinder-protestieren-gegen-kuendigung-von-koch.jpg	Küche in Gladbacher Kita wegen Insolvenz des Trägers dichtgemacht	Kitchen in Gladbach Kita due to insolvency of the wearer sealed
124372.jpg	leverkusen-autobahnbruecke-alf-0085.jpg	Durch den Tunnel geht es nur mit 100	The tunnel is only with 100
124373.jpg	wu-schnee--1-.jpg	Salz streuen ist auch in Burscheid untersagt	Sprinkle is also prohibited in Burscheid
124374.jpg	bmw-in-kueche-imago.jpg	BMW rast in Küchenwand – Bewohner bleiben unverletzt	BMW Rast in Kitchen Wall - Residents Stay unhurt
124375.jpg	vehfks.jpg	Frühe Gegentore sind vermeidbar	Early goals are avoidable
124377.jpg	foto-dior.jpg	Der Traum von Weiblichkeit	The dream of femininity
124718.jpg	urn-newsml-dpa-com-20090101-190131-99-804100-large-4-3.jpg	Ministerin trifft insolvente Klinik-Betreiber	Minister meets insolvent clinic operator
124380.jpg	unfall-a4-2.jpg	Auto fährt ungebremst auf stehenden Wagen auf – Zwei Verletzte	Car drives unbraked on standing car - two injured
124381.jpg	dirk-nowitzki.jpg	Dirk Nowitzki tendiert zu Karriereende nach dieser NBA-Saison	Dirk Nowitzki tends to career after this NBA season
124382.jpg	71-143411634--null--01-02-2019-16-57-31-055-.jpg	Hamleschers aus Engelskirchen feiern eiserne Hochzeit	Hamelscher from Engelskirchen Celebrate Iron Wedding
124383.jpg	carl-philip-von-maldeghem.jpg	Abgesprungener Intendant wirft Stadt Provinzialität vor	Expressed director poses city provinciality
124384.jpg	heiko-wrusch-illustrator-lohmar.jpg	Heiko Wrusch aus Lohmar illustriert Bücher mit viel Liebe zum Detail	Heiko Wrusch from Lohmar illustrated books with great attention to detail
124385.jpg	urn-newsml-dpa-com-20090101-190202-99-823251-large-4-3.jpg	Studie: Deutsche Neuwagen mit immer mehr PS	Study: German new cars with more and more horsepower
124386.jpg	staeaenefleejer-melina.jpg	Kölner Tanzmariechen erzählt von Mobbing-Erfahrungen	Cologne dance marrow tells of bullying experiences
124388.jpg	spatenstisch-overather-feuerwache.jpg	Overath bekommt neue Rettungswache für sieben Millionen	Overath gets new rescue guard for seven million
124390.jpg	dieter-heinrich.jpg	Leverkusener Gärtner setzen sich zur Wehr	Leverkusen Gärtner set up for the Weir
124391.jpg	putin.jpg	Russland will Abrüstungsvertrag aussetzen	Russia wants to suspend disarmament contract
124392.jpg	a1-anschlussstelle-blankenheim-blickrichtung-sueden.jpg	Experten beantworten am Mittwoch in Lommersdorf Bürger-Fragen	Experts answer on Wednesday in Lommersdorf citizen questions
124395.jpg	maria-hilf-krankenhaus-bergheim.jpg	Krankenhaus in Bergheim schließt Geburtshilfe vor geplantem Termin	Hospital in Bergheim concludes obstetrics before planned appointment
124396.jpg	urn-newsml-dpa-com-20090101-190202-99-822982-large-4-3.jpg	NFL: Fälschungen	NFL: fakes, drones and an exclusive club
124397.jpg	tempo-120.jpg	Deutsche Umwelthilfe argumentiert mit 26 Jahre alten Zahlen	German environmental aid argues with 26 year old numbers
124399.jpg	71-143291824--null--01-02-2019-17-32-17-697-.jpg	„Mal sehen	"Let's see if anyone's schools founded"
124401.jpg	71-143400851--null--01-02-2019-17-39-29-876-.jpg	Das Kind als Vater des Mannes	The child as a father of the man
124403.jpg	beyonce-und-jay-z-56614948.jpg	Beyoncé und Jay-Z locken mit 30-Jahre-Ticket	Beyoncé and Jay-Z curls with 30-year ticket
124404.jpg	cannabis.jpg	Postbote verletzt sich – Polizei entdeckt Cannabisplantage	Postman injured - Police discover cannabisplantation
124405.jpg	minister-spahn.jpg	Mediziner widersprechen Krebs-Aussage von Minister Spahn	Medicine contradict cancer statement by Minister Spahn
124406.jpg	robben-drakes-beach2.jpg	Robben kapern beliebten Touristen-Strand in Kalifornien	Robben Capers Popular Tourist Beach in California
124408.jpg	polizei.jpg	Spezialeinheit nimmt mutmaßlichen Dealerbanden-Anführer fest	Special Unit Takes Alleged Dealand Leader
124409.jpg	ehrennadeln.jpg	Engagement der Bürger ist der Kitt fürs Zusammenleben	Commitment of the citizens is the kitt for living together
124411.jpg	altstadt-wird-autofrei.jpg	Kölner Altstadt wird in den kommenden zehn Jahren autofrei	Cologne old town is car-free in the coming ten years
124412.jpg	polizeiwagen-nahaufnahme-von-vorne--2-.jpg	Chihuahua-Besitzer ersticht Boxer-Mischling	Chihuahua owner demonstrates boxer mixer
124415.jpg	illionois-kaelte.jpg	45 Grad Temperaturanstieg in Illinois binnen einer Woche	45 degrees temperature rise in Illinois within a week
