article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
511944822	121899	https://www.ksta.de/koeln/innenstadt/hauptbahnhof-koeln-leverkusener-polizist-schnappt-in-freizeit-vorbestraften-taschendieb-31924652	https://www.ksta.de/image/30144158/2x1/300/150/32ef6683e733e11c501bedaff3ed6fd8/vR/koeln-hauptbahnhof-am-tag.jpg	122534		Leverkusener Polizist schnappt in Freizeit vorbestraften Taschendieb	Ein Leverkusener Polizist hat in seiner Freizeit einen Mann nach einem Taschendiebstahl auf dem Rad verfolgt und mit Unterstützung weiterer Passanten am Museum Ludwig in Köln überwältigt.Wie die Polizei Köln mitteilt, leistete der junge Mann gegen die Fes	178	6	0	3014415832ef6683e733e11c501bedaff3ed6fd8vR.jpg
511946416	121902	https://www.ksta.de/sport/fussball/traum-aufgegeben-bolt-beendet-seine-fussball-karriere-31924860	https://www.ksta.de/image/31924884/2x1/300/150/dc0788ada80d1e538b87f9be4d63d56/Tu/bolt-fussball.jpg	122537		Bolt beendet seine Fußball-Karriere	Der frühere Leichtathletik-Superstar Usain Bolt hat seinen Traum von einer Fußballer-Karriere aufgegeben. „Das Sport-Leben ist vorüber. Ich wende mich jetzt anderen Geschäften zu“, sagte der 32-Jährige dem TV-Sender Television Jamaica in Kingston. Er woll	73	0	0	31924884dc0788ada80d1e538b87f9be4d63d56Tu.jpg
511950350	121907	https://www.ksta.de/region/leverkusen/autobahn-ausbau-informationen-demnaechst-direkt-an-der-bruecke-31924258	https://www.ksta.de/image/31924290/2x1/300/150/99636a6cf0916180e0dd2455e527c474/Xn/le-baustellenbuero-straszen-nrw--1-.jpg	122542		Informationen demnächst direkt an der Brücke	Die Infomesse nächste Woche dürfte die letzte große Veranstaltung von Straßen NRW im Laden in den Luminaden sein. Das Baubüro der Behörde, in dem die Bürger künftig etwas über den Fortgang des Autobahn-Ausbaus erfahren können, wird aus Platzgründen auf de	50	0	0	3192429099636a6cf0916180e0dd2455e527c474Xn.jpg
511950417	121908	https://www.ksta.de/panorama/der-unbeugsame--nikolaus-brender-wird-70-31915742	https://www.ksta.de/image/31915740/2x1/300/150/32a05c6647bbe1d1d08b00f6b9b10ce/TB/urn-newsml-dpa-com-20090101-190122-99-665346-large-4-3.jpg	122543		Der Unbeugsame: Nikolaus Brender wird 70	Nikolaus Brender hatte nie den Ruf, konfliktscheu zu sein. Gerhard Schröder, auf Krawall gebürstet, erklärte ihm in der Elefantenrunde nach der Bundestagswahl im September 2005 vor laufender Kamera, er bleibe Bundeskanzler - „auch wenn Sie dagegen arbeite	2	0	0	3191574032a05c6647bbe1d1d08b00f6b9b10ceTB.jpg
511950594	121909	https://www.ksta.de/wirtschaft/deutsche-fahrzeuge-betroffen-volvo-ruft-219-000-autos-zurueck-31925036	https://www.ksta.de/image/27918798/2x1/300/150/f1f852538639718e2c47f758f6d6f5/So/volvo-verbrennungsmotor.jpg	122544		Volvo ruft 219.000 Autos zurück	Volvo Cars ruft 219 000 Autos in die Werkstätten zurück, darunter 26 000 in Deutschland. Untersuchungen hätten ergeben, dass es ein Problem mit der Kraftstoffleitung gebe, bei der es mit der Zeit Risse geben könnte, teilte der schwedische Autobauer am Mit	15	0	0	27918798f1f852538639718e2c47f758f6d6f5So.jpg
511950962	121910	https://www.ksta.de/sport/koelner-haie/koelner-haie-lacroix-aendert-das-kec-powerplay-31925000	https://www.ksta.de/image/31925092/2x1/300/150/c584ae2cef4f342430c2777f27b6296/ev/haie-lacroix.jpg	122545		Lacroix ändert das KEC-Powerplay	Auch in seiner zweiten Trainingseinheit mit den Kölner Haien hat der neue Coach Dan Lacroix (49/Kanada) an Details des Spielsystems gearbeitet. Am Mittwoch widmete er sich mit den Profis erneut erst dem Videostudium, bevor es auf dem Eis an die Umsetzung	180	48	0	31925092c584ae2cef4f342430c2777f27b6296ev.jpg
511951393	121911	https://www.ksta.de/panorama/mordfall-susanna-staatsanwaltschaft-erhebt-anklage-gegen-ali-b--31925088	https://www.ksta.de/image/31925160/2x1/300/150/62152c8b30cd1aee184a9ea7cc1de5d6/an/der-verdaechtige-ali-b-.jpg	122546		Staatsanwaltschaft erhebt Anklage gegen Ali B.	Rund acht Monate nach dem gewaltsamen Tod der 14-jährigen Susanna aus Mainz hat die Staatsanwaltschaft Wiesbaden Anklage gegen den 21-jährigen Verdächtigen Ali B. erhoben. Dem Iraker werden Vergewaltigung und Mord aus Heimtücke sowie zur Verdeckung einer	3	0	0	3192516062152c8b30cd1aee184a9ea7cc1de5d6an.jpg
511953244	121914	https://www.ksta.de/koeln/lindenthal/zweite-frau-in-der-chefarzt-riege-beate-appenrodt-ist-neue-chefaerztin-in-hohenlind-31925210	https://www.ksta.de/image/31925234/2x1/300/150/c7c009adeb3a404c8087ca3181b5bf22/LS/22012019hohenlind0771.jpg	122549		Beate Appenrodt ist neue Chefärztin in Hohenlind	Als Beate Appenrodt beschloss, Ärztin zu werden, wusste sie noch nicht genau, ob das Wort mit „tz“ oder mit „zt“ geschrieben wird, so jung war sie – ein Kindertraum. „Der Beruf ist für mich einer der vielfältigsten und erfüllendsten überhaupt“, schwärmt s	405	0	0	31925234c7c009adeb3a404c8087ca3181b5bf22LS.jpg
511954325	121917	https://www.ksta.de/ratgeber/auto/vw-bietet-tausch-rabatte-fuer-diesel-jetzt-bundesweit-an-31925192	https://www.ksta.de/image/31925190/2x1/300/150/58687a11019a3911b251d2f8d9577d58/ID/urn-newsml-dpa-com-20090101-190123-99-689111-large-4-3.jpg	122552		VW bietet Tausch-Rabatte für Diesel jetzt bundesweit an	Der Autobauer Volkswagen weitet die Wechselrabatte zum Umtausch älterer Diesel auf ganz Deutschland aus - aber nur bis Ende April. Bislang war die sogenannte Wechselprämie Kunden in besonders belasteten Städten vorbehalten. an. Bei Audi sind bis zu 9000 E	2	0	0	3192519058687a11019a3911b251d2f8d9577d58ID.jpg
511954996	121920	https://www.ksta.de/sport/fussball/mertesacker-feiert-comeback-im-ue32-team-von-pattensen-31925358	https://www.ksta.de/image/31925356/2x1/300/150/277d3a65891ffcf01eee7cf976c20656/yh/urn-newsml-dpa-com-20090101-190123-99-689381-large-4-3.jpg	122555		Mertesacker feiert Comeback im Ü32-Team von Pattensen	Ex-Weltmeister Per Mertesacker hat ein Comeback in der Alt-Herren-Mannschaft seines Heimatclubs TSV Pattensen angekündigt.„Ich habe immer gesagt, dass ich da aufhören möchte, wo alles angefangen hat – und das ist der TSV Pattensen”, sagte Mertesacker dem	2	5	0	31925356277d3a65891ffcf01eee7cf976c20656yh.jpg
511957241	121921	https://www.ksta.de/politik/weltwirtschaftsforum-schwedische-klimaaktivistin-thunberg-reist-mit-dem-zug-nach-davos-31925338	https://www.ksta.de/image/31925436/2x1/300/150/1f4c5efbecc050ec0186f684c91f329f/rE/greta-thunberg-in-davos.jpg	122556		Schwedische Klimaaktivistin Thunberg reist mit dem Zug nach Davos	Fürs Klima vom Flugzeug auf den Zug umsteigen - und das viele, viele Stunden lang: Die junge schwedische Klimaaktivistin Greta Thunberg hat den langen Weg nach Davos mit der Bahn in Angriff genommen. Schon am frühen Dienstagmorgen trat die 16-Jährige in S	25	0	0	319254361f4c5efbecc050ec0186f684c91f329frE.jpg
511957394	121922	https://www.ksta.de/region/der-winter-ist-da-das-sind-die-schoensten-schneebilder-aus-dem-rheinland-31925134	https://www.ksta.de/image/31925204/2x1/300/150/bd0ddb5b17f4a96bc4425583ac13cf2f/PP/schnee-monheim-2.jpg	122557		Das sind die schönsten Schneebilder aus dem Rheinland	Endlich ist der Winter da! Zumindest für ein paar Stunden waren heute weite Teile der Region in die weiße Pracht gehüllt, bis die Temperaturen im Flachland wieder in den Plusbereich kletterten. In Köln fielen am Dienstagabend rund drei Zentimeter Schnee,	59	2	0	31925204bd0ddb5b17f4a96bc4425583ac13cf2fPP.jpg
511959386	121924	https://www.ksta.de/kultur/henckel-von-donnersmarck---ich-bin-da-sowieso-gelassen--31925626	https://www.ksta.de/image/31925624/2x1/300/150/2d50ae2ad95a85ae207a9f4bbf74798c/Mr/urn-newsml-dpa-com-20090101-190123-99-689915-large-4-3.jpg	122559		Henckel von Donnersmarck: „Ich bin da sowieso gelassen”	Gerade erst konnte sich Florian Henckel von Donnersmarck über seine zweite Oscar-Nominierung freuen: „Werk ohne Autor” gehört zu den fünf Finalisten in der Sparte „bester nicht-englischsprachiger Film”.Ende Januar läuft der Film mit dem englischen Titel „	2	0	0	319256242d50ae2ad95a85ae207a9f4bbf74798cMr.jpg
511959555	121925	https://www.ksta.de/sport/mix/nach-niederlage-gegen-deutschland-kroatien-schreibt-beschwerdebrief-an-weltverband-31925534	https://www.ksta.de/image/31925618/2x1/300/150/d49813a58aaa68c820dfa797940cdfe9/tP/kroatiennhandball.jpg	122560		Kroatien schreibt Beschwerdebrief an Weltverband	Der kroatische Verband hat aufgrund vermeintlicher Fehlentscheidungen der Schiedsrichter beim WM-Hauptrundenspiel gegen Co-Gastgeber Deutschland einen Beschwerdebrief an den Handball-Weltverband IHF geschrieben. Das bestätigte der Verband „Spiegel Online“	39	0	0	31925618d49813a58aaa68c820dfa797940cdfe9tP.jpg
511959905	121926	https://www.ksta.de/region/leverkusen/burscheid/winterdienste-im-bergischen-burscheid-und-leichlingen-sind-gut-vorbereitet-31925414	https://www.ksta.de/image/31925476/2x1/300/150/2b40f071e0113933b524396c3ab55347/MI/wu-schnee--2-.jpg	122561		Burscheid und Leichlingen sind gut vorbereitet	Auf leicht verschneite Felder geht der Blick im Burscheider Ortsteil Paffenlöh. Das Leichlinger Höhendorf Witzhelden ist weiß und das Wasser in der Diepentalsperre an der Stadtgrenze zu Leverkusen liegt größtenteils unter Eis. Aber von solchen Bildern wie	44	0	0	319254762b40f071e0113933b524396c3ab55347MI.jpg
511960807	121927	https://www.ksta.de/nrw/vox-zeigt-doku-reihe--wir-sind-klein-und-ihr-seid-alt--31924802	https://www.ksta.de/image/31924800/2x1/300/150/df7e3997f8309b18277b0cf516b68ae4/QH/urn-newsml-dpa-com-20090101-190123-99-688097-large-4-3.jpg	122562		Vox zeigt Doku-Reihe „Wir sind klein und ihr seid alt”	In einer neuen Doku-Reihe bringt Vox einsame Senioren mit kleinen Kindern zusammen. Teilnehmer sind zehn Bewohner einer Seniorenresidenz in Bergisch Gladbach und zehn „aufgeweckte Vierjährige”, sechs Wochen lang verbringen sie zusammen Zeit. „Wir sind kle	9	0	0	31924800df7e3997f8309b18277b0cf516b68ae4QH.jpg
511961225	121929	https://www.ksta.de/sport/bayer04/bayer-04-stuermer-lucas-alario-vor-dem-absprung--31925750	https://www.ksta.de/image/31925760/2x1/300/150/b681f85776b706cbc4c46cbb7a3a5783/qX/alario-bayer.jpg	122564		Stürmer Lucas Alario vor dem Absprung?	Im Spätsommer 2017 vollzog sich einer der spannendsten Transfer-Krimis des Weltfußballs zwischen Leverkusen und Buenos Aires. Bayer 04, der Werksklub, versuchte gegen den Willen von River Plate, deren Torjäger Lucas Alario zu verpflichten. Selbst als Leve	173	0	0	31925760b681f85776b706cbc4c46cbb7a3a5783qX.jpg
511961445	121930	https://www.ksta.de/-die-rueckkehr-des-pokals---eintracht-dokumentiert-mai-nacht-31917074	https://www.ksta.de/image/31917072/2x1/300/150/6c0586259c270ac9613e7b14c8e625bb/wG/urn-newsml-dpa-com-20090101-190122-99-668040-large-4-3.jpg	122565		„Die Rückkehr des Pokals”: Eintracht dokumentiert Mai-Nacht	Die Fußball-Helden von Eintracht Frankfurt avancieren jetzt auch noch zu Kinostars. In „Die Rückkehr des Pokals - Der Film” wird die Mai-Nacht dokumentiert, in der die Hessen in Berlin den DFB-Pokal und damit den ersten nationalen Titel seit 30 Jahren ero	13	0	0	319170726c0586259c270ac9613e7b14c8e625bbwG.jpg
511963108	121933	https://www.ksta.de/region/euskirchen-eifel/bad-muenstereifel/spender-gefunden-hoffnung-fuer-an-leukaemie-erkrankten-vater-aus-bad-muenstereifel-31925826	https://www.ksta.de/image/31925816/2x1/300/150/c96a68d55f33eec116be54379f56c2bb/OO/max-videochat.jpg	122568		Hoffnung für an Leukämie erkrankten Vater aus Bad Münstereifel	Einen wichtigen Etappensieg können die Hilfsgruppe Eifel und vor allem ihr Schützling Max und seine Familie feiern. Wie die Hilfsgruppe am Mittwoch mitteilte, ist ein so genannter genetischer Zwilling und damit ein geeigneter Stammzellenspender für den an	72	0	0	31925816c96a68d55f33eec116be54379f56c2bbOO.jpg
511963719	121936	https://www.ksta.de/region/oberberg-ks/-leitfigur-der-versichertenberater--landrat-verleiht-medaille-an-ingrid-grabandt-lahr-31925530	https://www.ksta.de/image/31925526/2x1/300/150/14cbe05e36d9311b1e5b5a2d6eabeb4e/Tw/71-143037707--null--23-01-2019-16-57-25-421-.jpg	122571		Landrat verleiht Medaille an Ingrid Grabandt-Lahr	Die Zahl der Beratungsgespräche, die sie im Laufe der Jahrzehnte geführt hat, geht in die Tausende. Wer Fragen zu Versicherungs- oder Rentenangelegenheiten hat, ist bei ihr richtig aufgehoben: Ingrid Grabandt-Lahr engagiert sich – ehrenamtlich – seit 25 J	6	0	0	3192552614cbe05e36d9311b1e5b5a2d6eabeb4eTw.jpg
511964370	121937	https://www.ksta.de/kultur/kolumne--alles-was-recht-ist--verfassungsschutz-chef-haldenwang-stigmatisiert-die-afd-31925814	https://www.ksta.de/image/28837290/2x1/300/150/6a18254355a26790bdc84f8e3a6ee480/du/kolumnen-bertrams.jpg	122572		Verfassungsschutz-Chef Haldenwang stigmatisiert die AfD	Wer angenommen hat, das Bundesamt für Verfassungsschutz (BfV) werde nach der Posse um seinen entlassenen früheren Präsidenten Hans-Georg Maaßen endlich aus den Schlagzeilen kommen, ist spätestens in der vorigen Woche eines Besseren belehrt worden. Da näml	173	1838	8	288372906a18254355a26790bdc84f8e3a6ee480du.jpg
511965946	121939	https://www.ksta.de/koeln/chorweiler/kripo-koeln-sucht-zeugen-schueler-nach-schlaegerei-an-bushaltestelle-schwer-verletzt-31925962	https://www.ksta.de/image/24099292/2x1/300/150/4ec77d18cd913854de552d1224246ded/xG/notarzt.jpg	122574		Schüler nach Schlägerei an Bushaltestelle schwer verletzt	Infolge einer Schlägerei mit drei Jugendlichen an einer Bushaltestelle in Köln-Heimersdorf wurde ein Schüler schwer verletzt. Der 18-Jährige musste anschließend im Rettungswagen zur stationären Behandlung in eine Klinik gefahren werden. Die Kripo Köln hat	430	354	1	240992924ec77d18cd913854de552d1224246dedxG.jpg
511967646	121943	https://www.ksta.de/region/oberberg-ks/blitzumfrage-fuer-einkaufssituation-in-wipperfuerth-gibt-s-eine-drei-31926018	https://www.ksta.de/image/31926004/2x1/300/150/524d396ad43f287146e4d6c69c21458d/eB/71-143042159--null--23-01-2019-18-20-30-063-.jpg	122578		Für Einkaufssituation in Wipperfürth gibt’s eine Drei	Eins ist klar. Gäbe es in der Wipperfürther Innenstadt die Baustelle nicht, würde die Schulnote deutlich besser ausfallen. In einer Blitzumfrage zu Wipperfürth als Einkaufsstadt verteilen die Passanten meist eine 3. Seit Jahren schon wird der Geschäftsber	4	0	0	31926004524d396ad43f287146e4d6c69c21458deB.jpg
511968326	121964	https://www.ksta.de/panorama/komapatientin-bringt-kind-zur-welt-pfleger-wegen-missbrauchsverdacht-festgenommen-31926060	https://www.ksta.de/image/31926128/2x1/300/150/280176809ffcee59157fb49c21c0394c/Ls/pfleger-unter-verdacht.jpg	122599		Pfleger wegen Missbrauchsverdacht festgenommen	Dreieinhalb Wochen nachdem in den USA eine Frau im Wachkoma ein Kind zur Welt gebracht hat, hat die Polizei im Bundesstaat Arizona einen Verdächtigen wegen sexuellen Missbrauchs festgenommen. Der Mann sei 36 Jahre alt und habe als Pfleger in der Einrichtu	23	0	0	31926128280176809ffcee59157fb49c21c0394cLs.jpg
511968347	121946	https://www.ksta.de/wirtschaft/rangliste-der-steuerbehoerden-in-nrw-finanzamt-wuppertal-arbeitet-am-schnellsten-31925992	https://www.ksta.de/image/31926076/2x1/300/150/4a798e6fdeb3ed5559df2924354a37f9/nI/finanzamt.jpg	122581		Finanzamt Wuppertal arbeitet am schnellsten	Die Bürger, die ihre Einkommenssteuerbescheid vom Finanzamt Wuppertal-Barmen erhalten, können sich glücklich schätzen – nirgendwo sonst in NRW arbeitet die Steuerbehörde so schnell. Nur 34,4 Tage benötigen die Beamten durchschnittlich, um eine Einkommenss	142	0	0	319260764a798e6fdeb3ed5559df2924354a37f9nI.jpg
511969176	121949	https://www.ksta.de/region/deutsche-bahn-engpass-manager-sollen-fuer-puenktliche-zuege-in-koeln-sorgen-31919474	https://www.ksta.de/image/31919472/2x1/300/150/4f60b8345a4dcadfa06b63c352425c67/BG/gleise-deutsche-bahn-koelner-hauptbahnhof.jpg	122584		Engpass-Manager sollen für pünktliche Züge in Köln sorgen	Mit zusätzlichen Investitionen von zehn Millionen Euro will die Deutsche Bahn die Pünktlichkeit auf der Hauptstrecke Köln-Düsseldorf-Dortmund im Jahr 2019 spürbar verbessern. Die Rede ist von sechs Prozent beim Fern- und vier Prozent beim Regionalverkehr.	100	1	0	319194724f60b8345a4dcadfa06b63c352425c67BG.jpg
511972275	121952	https://www.ksta.de/kultur/pop-art-kuenstler-claes-oldenburg-wird-90---koeln-ziert-seine-umgedrehte-eistuete-31926268	https://www.ksta.de/image/31926320/2x1/300/150/f95d92d9c1ff53494f17d4c20d908e73/hj/claes-oldenburg-cone.jpg	122587		Claes Oldenburg wird 90 – Köln ziert seine umgedrehte Eistüte	„Ich hätte Köln gerne mit Eistüten gepflastert“, so Claes Oldenburg bei einem seiner letzten Besuche in der Stadt. Aber im März 2001 fehlte dafür das Geld, weshalb es bei der einen, mit der Kugel voran im Hausdach der Neumarkt-Galerie steckenden Tüte blie	39	0	0	31926320f95d92d9c1ff53494f17d4c20d908e73hj.jpg
511975076	121955	https://www.ksta.de/sport/1-fc-koeln/wehrle-unterwegs-nach-china-diese-optionen-hat-der-1--fc-koeln-im-fall-modeste-31926058	https://www.ksta.de/image/31926098/2x1/300/150/35e236bcbe96226fb7f41e12bd237ab/kC/fc--modeste-und-wehrle.jpg	122590		Diese Optionen hat der 1. FC Köln im Fall Modeste	Am 17. November 2018 überstrahlte die spektakuläre Inszenierung der Rückkehr von Anthony Modeste die Gala zum 70-jährigen Bestehen des 1. FC Köln. Groß war die Freude beim FC, dass der im Sommer 2017 nach einem  wochenlangen Poker  für über 30  Millionen	437	26	1	3192609835e236bcbe96226fb7f41e12bd237abkC.jpg
511978808	121956	https://www.ksta.de/sport/1-fc-koeln/doppelpack-bei-kainz-debuet-c%C3%B3rdoba-schiesst-1--fc-koeln-zum-test-sieg-gegen-bochum-31926582	https://www.ksta.de/image/31926592/2x1/300/150/f135143038962f238f89e186b1bb8173/gx/cordoba-bochum.jpg	122591		Córdoba schießt 1. FC Köln zum Test-Sieg gegen Bochum	Vor dem Start ins Zweitliga-Jahr am 31. Januar bei Union Berlin ist dem 1. FC Köln die Generalprobe geglückt. Am Mittwochabend gewann die Mannschaft von Trainer Markus Anfang im Franz-Kremer-Stadion 2:1 (2:0) gegen den Ligakonkurrenten Bochum –  am letzte	104	0	0	31926592f135143038962f238f89e186b1bb8173gx.jpg
511980103	121957	https://www.ksta.de/region/oberberg-ks/-wir-feiern-tag-und-nacht--jecke-damen-eroeffnen-karnevalssession-in-engelskirchen-31926606	https://www.ksta.de/image/31926604/2x1/300/150/aaf326fa254f29a95d89a88f8047cfee/YH/guido-cantz-karneval-engelskirchen.jpg	122592		Jecke Damen eröffnen Karnevalssession in Engelskirchen	„Selbst wenn wir heute einschneien würden, wir könnten hier sehr lange überleben“, war sich Guido Cantz gestern Nachmittag bei der Damensitzung in Engelkirchen sicher. So mancher Tisch war überladen mit Leckereien. Neben der Verpflegung war auch die Stimm	5	0	0	31926604aaf326fa254f29a95d89a88f8047cfeeYH.jpg
511980902	121959	https://www.ksta.de/koeln/neuer-job-fuer-koelner-gruenen-chefin-jahn-weist-vergleiche-mit-boerschel-affaere-zurueck-31926616	https://www.ksta.de/image/31926628/2x1/300/150/1c095082185a2fc3267d0d0af01150a2/hM/kirsten-jahn.jpg	122594		Jahn weist Vergleiche mit Börschel-Affäre zurück	Die Fraktionsvorsitzende der Grünen im Kölner Rat, Kirsten Jahn, hat im Zusammenhang mit ihrer Wahl zur Geschäftsführerin des Vereins Metropolregion Rheinland am Mittwoch Vergleiche mit der Affäre um einen Geschäftsführer-Posten für den ehemaligen SPD-Fra	133	0	0	319266281c095082185a2fc3267d0d0af01150a2hM.jpg
511984565	121966	https://www.ksta.de/politik/machtkampf-in-venezuela-praesident-maduro-bricht-beziehungen-zu-den-usa-ab-31926678	https://www.ksta.de/image/31926686/2x1/300/150/419eddbf04f8477e9dad9b137072d2d8/co/juan-guaido.jpg	122601		Präsident Maduro bricht Beziehungen zu den USA ab	Der venezolanische Parlamentspräsident Juan Guaidó hat die sozialistische Regierung von Nicolás Maduro für entmachtet erklärt und sich selber zum Übergangs-Staatschef des von Korruption und Armut geplanten Landes ausgerufen. Minuten später erkannte US-Prä	16	0	0	31926686419eddbf04f8477e9dad9b137072d2d8co.jpg
511997947	121974	https://www.ksta.de/region/leverkusen/erfolgreiche-selbstkontrolle-31927042	https://www.ksta.de/image/31927040/2x1/300/150/d11f0553072e41999bb6d299c0060ac3/HW/gemeinsame-praesentation-der-zertifikate--von-links---karsten-koenig--technische-fuehrungskraft-strom---heinz-esser--geschaeftsfuehrer-deutscher-verein---.jpg	122609		Erfolgreiche Selbstkontrolle	Täglich brauchen Leverkusener Gas, Wasser und Strom – doch wer kontrolliert, ob auch alle versorgt werden können? Die Energieversorgung Leverkusen (EVL) hat sich einer freiwilligen Prüfung ihrer Standards unterzogen. 600 Fragen musste der Versorgungsbetri	11	8	0	31927040d11f0553072e41999bb6d299c0060ac3HW.jpg
511997995	121976	https://www.ksta.de/kultur/leverkusener--mars--statue-zurueck-in-dresden-31927020	https://www.ksta.de/image/31927018/2x1/300/150/15887908ce5665e7354449c921dbfdc7/lr/mars-statue.jpg	122611		Leverkusener „Mars“-Statue zurück in Dresden	Nach fast 100 Jahren ist die vom Renaissancekünstler Giambologna (1529-1608) geschaffene Bronzestatue des Kriegsgottes „Mars“ wieder nach Sachsen zurückgekehrt. Wie die Staatlichen Kunstsammlungen Dresden (SKD) am Mittwoch mitteilten, konnten sie die Skul	2	0	0	3192701815887908ce5665e7354449c921dbfdc7lr.jpg
512003533	121980	https://www.ksta.de/politik/state-of-the-union-trump-verschiebt-rede-zur-lage-der-nation-wegen-shutdowns-31927360	https://www.ksta.de/image/31927358/2x1/300/150/b64b2cd2af6a2f9eba738cd682ef34dd/dn/trump-240119.jpg	122615		Trump verschiebt Rede zur Lage der Nation wegen Shutdowns	Im US-Haushaltsstreit hat Präsident Donald Trump angekündigt, seine Rede zur Lage der Nation erst nach Ende der Budgetsperre halten zu wollen. Er werde nicht nach einem anderen Ort für die im US-Kongress geplante Rede suchen, schrieb Trump in der Nacht au	45	0	0	31927358b64b2cd2af6a2f9eba738cd682ef34dddn.jpg
512003817	121982	https://www.ksta.de/ratgeber/finanzen/recht/nur-touchiert-muss-bei-einem-unfall-immer-die-polizei-kommen--31924794	https://www.ksta.de/image/31924924/2x1/300/150/313bfb4f20f527e0a66c4f75fbd283b6/Pz/kratzer-am-auto.jpg	122617		Muss bei einem Unfall immer die Polizei kommen?	Quietschende Reifen, die Bremslichter des Vordermanns leuchten plötzlich auf - werden immer größer. Intuitiv tritt der Fahrer die Bremse, doch rumms. Zum Glück ist nicht viel passiert, nur die Stoßstange wurde leicht touchiert, verletzt ist offensichtlich	97	17	0	31924924313bfb4f20f527e0a66c4f75fbd283b6Pz.jpg
512003818	121983	https://www.ksta.de/region/euskirchen-eifel/euskirchen/-es-ist-nichts-besser-geworden--anwohner-des-viehplaetzchen-viertels-sind-frustiert-31924602	https://www.ksta.de/image/31924620/2x1/300/150/62c95c0202465afb1cd8f8e212b9bbf9/Tz/viehplaetzchen-viertel---ehepaar-engels.jpg	122618		Anwohner des Viehplätzchen Viertels sind frustiert	Wenn Euskirchen die Stadt mit Gesicht ist, wie es in der Eigenwerbung heißt, präsentiert sich die Bischofstraße an diesem Montagnachmittag nicht als Schokoladenseite. Unzählige Bierflaschenverschlüsse und Zigarettenstummel liegen umher. Irgendjemand hat s	471	0	0	3192462062c95c0202465afb1cd8f8e212b9bbf9Tz.jpg
512003821	121984	https://www.ksta.de/region/rhein-sieg-bonn/eitorf---windeck/buergerbegehren-fuer-parkplaetze-eitorfer-gegen-plaene-zur-marktplatz-umgestaltung-31925976	https://www.ksta.de/image/31925964/2x1/300/150/bd6860e4bfbc0b43932d436a881d110e/bk/marktplatz-1.jpg	122619		Eitorfer gegen Pläne zur Marktplatz-Umgestaltung	„Wenn der Marktplatz autofrei wird, dann können wir dicht machen!“ Apotheker Werner Crombach will die Pläne der Verwaltung auf keinen Fall hinnehmen. Die Umgestaltung des Marktplatzes, die der Gemeinderat im Dezember beschloss und bei der fast alle rund 6	576	1	0	31925964bd6860e4bfbc0b43932d436a881d110ebk.jpg
512003851	121985	https://www.ksta.de/region/rhein-erft/erftstadt/strassenausbau-geplant-gwg-rhein-erft-investiert-zwei-millionen-euro-in-sozialwohnungen-31924940	https://www.ksta.de/image/31924932/2x1/300/150/43f79bb0ca1e7f251f6245da2542c22f/ew/an-der-langen-heide-3.jpg	122620		GWG Rhein-Erft investiert zwei Millionen Euro in Sozialwohnungen	Erftstadts größtes Baugebiet nimmt Gestalt an – und das in einem rasanten Tempo. Während im Sommer noch vereinzelt Baustellen zu sehen waren, sind inzwischen viele Gebäude im Rohbau schon fertig, einige sogar schon bezugsbereit. Gründe dafür sind gute Ter	371	0	0	3192493243f79bb0ca1e7f251f6245da2542c22few.jpg
512003854	121986	https://www.ksta.de/region/leverkusen/verkehrswende-in-leverkusen-teilen-statt-kaufen---300-leihraeder-kommen-31925026	https://www.ksta.de/image/31925230/2x1/300/150/e867bcfb50f533e57f61c83a7631a90a/PB/le-fahrradboxen-opladen.jpg	122621		Teilen statt Kaufen – 300 Leihräder kommen	„Man denkt meistens, dass die Pendler den Hauptteil des Autoverkehrs in einer Stadt ausmachen. Dem ist aber nicht so. 60 Prozent der Fahrten sind unter fünf Kilometer“, sagt der städtische Mobilitätsbeauftragte Christian Syring. Er selbst kommt täglich au	23	0	0	31925230e867bcfb50f533e57f61c83a7631a90aPB.jpg
512003855	121987	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/bergisch-gladbacher-gefragt-begriffe-sollen-in-den-stadtmitte-kreisel-gestanzt-werden-31925510	https://www.ksta.de/image/31925504/2x1/300/150/aaf06f72706fe656467e28d0e05d7c0/CC/bgl-kreisel-1.jpg	122622		Begriffe sollen in den Stadtmitte-Kreisel gestanzt werden	Gesucht werden Wörter für die Stadt – in der dritten Phase des Wettbewerbs „Platz gestalten: Kreisel Schnabelsmühle“. Die Bürger sind erneut aufgerufen, sich an der Gestaltung des zentralen Verkehrsknotenpunkts in der Innenstadt zu beteiligen: Diesmal kön	95	0	0	31925504aaf06f72706fe656467e28d0e05d7c0CC.jpg
512004986	121988	https://www.ksta.de/kultur/tag-13-im-dschungelcamp-bastian-yotta-droht-deutschen-tv-zuschauern-31927366	https://www.ksta.de/image/31927392/2x1/300/150/806f60d9bfba19f5ce3bcb44da143795/oh/bastian-muskeln.jpg	122623		Bastian Yotta droht deutschen TV-Zuschauern	Chris und Bastian sind aktuell eine ziemliche Enttäuschung. Statt Dschungelkeilerei gibt es nun traute Zweisamkeit am abendlichen Lagerfeuer. Eines bleibt einem wenigstens: die völlig inkongruente Einschätzung der gegenseitigen Beziehung. Während Bastian	363	0	1	31927392806f60d9bfba19f5ce3bcb44da143795oh.jpg
